left_elbow,right_elbow,left_knee,right_knee,left_shoulder,right_shoulder,hip,label
165.12638541891693,149.9275234966579,146.8677955745113,54.05672783517704,34.82520440706483,30.40494599688894,166.80974146184838,Butterfly_pose
165.65269388481582,166.5462458067243,28.431901973736256,21.438291771799665,6.8598977759046535,8.02879414680794,69.12161886280353,Butterfly_pose
177.6277473990571,134.47735281195844,23.33898223962614,19.845006532570746,13.41694627678397,14.372079391573658,70.06777284722389,Butterfly_pose
179.65022168370461,174.0227169535357,16.665800996559216,17.116935214587393,4.117361267011823,4.1753778067314835,73.04827331834561,Butterfly_pose
176.39256815509455,172.6166680405387,16.93932288434756,14.843468882676309,5.71127361021394,5.806688545413568,72.00957435635367,Butterfly_pose
150.71577120014,145.62988640822041,17.062019759922578,15.375900880756157,13.446298480901506,12.679627236141785,81.61762070646002,Butterfly_pose
178.78360686822882,179.6860796775328,14.914335891025607,14.410078508897447,0.4247850160840027,1.1292844175888779,83.95166615359547,Butterfly_pose
150.47688338953537,151.71492084016992,93.14474940136226,62.70850132714437,23.250270804781263,21.30407202514229,77.06860935904137,Butterfly_pose
164.90766118958828,169.58785434597175,39.007374816708165,28.34781065261896,6.699073918770229,8.29091700901936,75.41360494246456,Butterfly_pose
154.0304584443075,144.34175725183863,173.8465279509159,163.55973733859534,19.832007484309838,16.852837970179877,172.41990723002786,Butterfly_pose
6.285973402729603,2.863752082023479,179.52684754233013,178.95230860142127,22.284091068430406,18.197610635063953,174.4777595684258,Butterfly_pose
125.56615391619789,168.5496547839892,16.604825096951345,16.076657542630443,14.032183831863184,17.969531318175687,96.0041043866655,Butterfly_pose
175.08493286400716,156.3568131530934,16.467588937419816,19.790803503869064,12.085048855672307,0.9074170282816292,78.78968543414005,Butterfly_pose
4.98767398806373,9.624051291443894,94.28729411245774,68.44129935888334,32.959156131610115,44.39088854162024,12.814569275807033,Butterfly_pose
169.02215703067398,165.4818893804558,16.41579383996747,14.64192488973986,5.583411417152377,5.673022672926511,79.0100308694253,Butterfly_pose
179.4242080691359,177.90895845487745,16.64734405430664,15.344756786979309,5.17645627129745,0.9536394278390855,62.97643807410298,Butterfly_pose
35.67278351152843,33.05726374582044,35.57694003582952,26.54026617199644,23.169695172050183,21.46339060429527,112.80422358270677,Butterfly_pose
174.06667838852294,162.28422047880966,74.05804943348278,28.22414335220464,20.698426102730664,14.12483609620356,59.56183366364946,Butterfly_pose
167.4640118778812,170.17248945681743,21.086132232552014,20.902253046998656,2.93481071277081,9.613547810036852,80.67327786445622,Butterfly_pose
109.3379558789653,107.09317744553967,22.853262038287163,18.703013048026797,27.918620147223113,29.327149719003806,69.69799841802727,Butterfly_pose
132.31840659198642,149.61691663274135,16.356853501269818,16.92210605274774,36.182788919407336,42.23605557958801,73.61817252154275,Butterfly_pose
152.0897644476527,155.625672867927,179.83698482277055,178.13083258142547,174.40484991327645,168.20277243203014,179.816887418249,Butterfly_pose
175.42815765569603,178.82904170086502,17.759958934250488,13.37148548347307,0.9642355585294156,0.9484190540535775,80.25936504077383,Butterfly_pose
172.36539129852073,176.03881467090548,10.368066666508568,9.306404029261435,4.795135351514095,0.1380884525792303,64.97579601148546,Butterfly_pose
165.58413662095705,175.1169996432375,14.896299201470136,14.270919325514303,5.3329435758526005,3.97845155672269,80.38484675747534,Butterfly_pose
153.52010416688162,178.07282999329658,18.42829221214231,23.530067420000393,2.2935495702601956,10.517274270993735,81.79804918427514,Butterfly_pose
162.1756029764175,162.85470348145063,16.46494537362065,14.727143994628245,5.309243339891347,9.505415125440193,91.61124655950648,Butterfly_pose
170.75889880240126,173.34202626756974,18.75339508061138,19.621403417872617,6.167492338848324,4.509279721971446,78.54215540412513,Butterfly_pose
168.24266140902608,168.43771233988087,64.52230135622881,122.39182972312832,18.080743281470827,17.90621778878607,96.58850361529555,Butterfly_pose
135.38337287278483,160.34856427647077,6.049762059519481,36.120610005934005,5.375316417668379,0.919062870437895,35.84118374113402,Butterfly_pose
155.41200321054058,149.55187075972472,16.11036171267787,15.802825230849976,12.486585090206885,11.165686880261097,75.24906546739497,Butterfly_pose
177.54026379079565,173.03787910192597,18.09045481071523,18.105735624095395,5.2450847744582525,7.345103263518448,75.69746915515023,Butterfly_pose
140.5571381564157,178.51579681321988,12.003921059793791,20.691925324040874,0.9505949119781527,14.716456821606705,76.11978456963642,Butterfly_pose
169.59044955872244,165.0974366892068,22.562474371070618,18.404240417649365,7.649046911991641,5.098413514101002,80.9538433318338,Butterfly_pose
168.43494062658087,166.18878786815694,19.549017451307805,20.016510670056327,3.8946814101362386,8.415957089412075,86.98631119169458,Butterfly_pose
172.36301551769176,136.30578252171892,10.149418498244318,27.488612025218558,34.57468067755955,23.548011747549857,79.65875382338747,Butterfly_pose
60.01066927499425,179.1651192843716,95.24389153918273,55.176409659898,17.032567660449974,55.92187159885349,62.56521967809487,Butterfly_pose
176.627042599785,158.44934827311707,31.94503700596699,14.135453651600612,21.940145742224455,14.215480424476711,54.58362546969794,Butterfly_pose
152.5197726772373,176.3762759625568,32.9560578188341,31.178750145561246,0.722634403619375,21.2864472206187,105.28431463493676,Butterfly_pose
