left_elbow,right_elbow,left_knee,right_knee,left_shoulder,right_shoulder,hip,label
144.43907441651527,121.56071942614908,16.376421496847186,18.913548232920068,70.61678020772047,57.77083504525848,49.30847386361667,Butterfly_pose
150.4404894368328,142.43095287042186,20.692165181886633,34.09287705741311,74.51087092981918,68.30841590482008,32.238553476702776,Butterfly_pose
127.79967134953574,133.40670747463128,29.382330007820254,30.366306033751677,41.24918444236476,59.931729626391494,55.886953178449616,Butterfly_pose
137.77293533128196,140.54506634801237,27.120605213144646,23.52455127495946,58.93446176677493,56.90711507013351,50.0367733176685,Butterfly_pose
155.48510470366423,158.39771885118006,29.75745179709678,10.494235645396751,85.17207529694643,83.82523570475169,43.216670962087235,Butterfly_pose
139.97131648330486,144.1756201256139,29.43753574694011,25.438674343538857,51.98837153086792,59.388015100075485,68.4512156614474,Butterfly_pose
143.95184792587042,151.43406533903996,25.120162861720132,22.239898637462503,43.48170205389485,48.08923738615287,71.75876267508596,Butterfly_pose
144.93206671180957,119.4029443300319,36.49522365804247,64.87857511318418,67.2815005433807,25.58704789893478,47.392702697738386,Butterfly_pose
146.39616732347233,130.4626395470737,14.76691811897185,20.209378072244977,72.68531308107802,61.003773750439784,33.86891225244481,Butterfly_pose
119.511776411998,136.80445001812544,83.57565293088204,57.92889448303055,61.842302055719124,82.68896271487068,102.98338962559937,Butterfly_pose
109.57667355869214,127.77506903526046,139.51783237169164,166.36873689379743,64.64318605330699,59.61112837825903,174.07123298129656,Butterfly_pose
127.33766413216593,129.68102528663675,20.739141960957117,24.152724265906887,43.394675271541125,24.865438063646128,67.92705938252483,Butterfly_pose
136.50140236558926,144.80542321251804,19.56218438782102,20.995110080620407,78.39685613992062,84.75116887385049,36.13942545124798,Butterfly_pose
110.16815268534157,125.50685779943865,108.99636849073143,94.4177964160304,17.322241471088365,25.57255871777132,95.99047759274926,Butterfly_pose
148.40479431546498,145.15751303004407,32.89717475111575,28.189653529344668,83.11370000221552,81.54247692226127,52.291713913203985,Butterfly_pose
135.18039191499264,138.77811483475,40.44989743759031,35.682354984151054,23.526020839822777,32.27822236785647,50.201923386057864,Butterfly_pose
80.75991488702431,96.85265783295735,32.81302398703826,24.860557008325113,34.54083719153349,46.193917494546994,103.73832851187305,Butterfly_pose
