label,left_elbow,right_elbow,left_knee,right_knee,left_shoulder,right_shoulder,hip
Butterfly_pose,148.17987213413807,152.2734919179543,44.9505207402932,35.256239690938315,16.854100942371872,18.30395733369915,86.62083626468977
Child_pose,158.81910158371534,156.58821169199905,43.53040035776608,44.9318306728778,108.39480851039714,111.09296929242115,32.25517090175028
Downward_dog_pose,164.2056065660776,162.84938650354684,163.5844840410783,166.6212973315604,161.68827712396427,156.2537249858243,79.29500607141593
Traingle_pose,168.17412410300528,168.44162652974484,169.3946138919663,171.3315105120221,101.55217778727278,95.92409183369102,106.07720009566792
Tree_pose,110.24012739133225,109.1184383736946,116.20916090908108,97.99087056523517,120.53501421697668,115.23294015483648,148.85222892509321
Warrior_pose,171.48408786620323,171.81982200174215,146.66900677941055,138.5911083239627,97.13657049090898,96.88265384146713,113.50746838061787
